+---------------------------------+-------------------------------------------------------------------------------------------+
| Variable_name                   | Value                                                                                     |
| have_crypt                      | YES                                                                                       | 
| have_csv                        | YES                                                                                       | 
| have_dynamic_loading            | YES                                                                                       | 
| have_geometry                   | YES                                                                                       | 
| have_innodb                     | YES                                                                                       | 
| have_ndbcluster                 | NO                                                                                        | 
| have_openssl                    | DISABLED                                                                                  | 
| have_partitioning               | YES                                                                                       | 
| have_query_cache                | YES                                                                                       | 
| have_rtree_keys                 | YES                                                                                       | 
| have_ssl                        | DISABLED                                                                                  | 
| have_symlink                    | YES                                                                                       | 
| hostname                        | dante                                                                                     | 
| identity                        | 0                                                                                         | 
| ignore_builtin_innodb           | OFF                                                                                       | 
| init_connect                    |                                                                                           | 
| init_file                       |                                                                                           | 
| init_slave                      |                                                                                           | 
| innodb_adaptive_hash_index      | ON                                                                                        | 
| innodb_additional_mem_pool_size | 1048576                                                                                   | 
| innodb_autoextend_increment     | 8                                                                                         | 
| innodb_autoinc_lock_mode        | 1                                                                                         | 
| innodb_buffer_pool_size         | 16777216                                                                                  | 
| innodb_checksums                | ON                                                                                        | 
| innodb_commit_concurrency       | 0                                                                                         | 
| innodb_concurrency_tickets      | 500                                                                                       | 
| innodb_data_file_path           | ibdata1:10M:autoextend                                                                    | 
| innodb_data_home_dir            | /tmp/12345/data                                                                           | 
| innodb_doublewrite              | ON                                                                                        | 
| innodb_fast_shutdown            | 1                                                                                         | 
| innodb_file_io_threads          | 4                                                                                         | 
| innodb_file_per_table           | OFF                                                                                       | 
| innodb_flush_log_at_trx_commit  | 1                                                                                         | 
| innodb_flush_method             |                                                                                           | 
| innodb_force_recovery           | 0                                                                                         | 
| innodb_lock_wait_timeout        | 50                                                                                        | 
| innodb_locks_unsafe_for_binlog  | OFF                                                                                       | 
| innodb_log_buffer_size          | 1048576                                                                                   | 
| innodb_log_file_size            | 5242880                                                                                   | 
| innodb_log_files_in_group       | 2                                                                                         | 
| innodb_log_group_home_dir       | /tmp/12345/data                                                                           | 
| innodb_max_dirty_pages_pct      | 90                                                                                        | 
| innodb_max_purge_lag            | 0                                                                                         | 
| innodb_mirrored_log_groups      | 1                                                                                         | 
| innodb_open_files               | 300                                                                                       | 
| innodb_rollback_on_timeout      | OFF                                                                                       | 
| innodb_stats_on_metadata        | ON                                                                                        | 
| innodb_support_xa               | ON                                                                                        | 
| innodb_sync_spin_loops          | 20                                                                                        | 
| innodb_table_locks              | ON                                                                                        | 
| innodb_thread_concurrency       | 8                                                                                         | 
| innodb_thread_sleep_delay       | 10000                                                                                     | 
| insert_id                       | 0                                                                                         | 
| interactive_timeout             | 28800                                                                                     | 
| join_buffer_size                | 131072                                                                                    | 
| keep_files_on_create            | OFF                                                                                       | 
| key_buffer_size                 | 16777216                                                                                  | 
| key_cache_age_threshold         | 300                                                                                       | 
| key_cache_block_size            | 1024                                                                                      | 
| key_cache_division_limit        | 100                                                                                       | 
| language                        | /home/daniel/mysql_binaries/mysql-5.1.34-linux-x86_64-glibc23/share/english/              | 
| large_files_support             | ON                                                                                        | 
| large_page_size                 | 0                                                                                         | 
| large_pages                     | OFF                                                                                       | 
| last_insert_id                  | 0                                                                                         | 
| lc_time_names                   | en_US                                                                                     | 
| license                         | GPL                                                                                       | 
| local_infile                    | ON                                                                                        | 
| locked_in_memory                | OFF                                                                                       | 
| log                             | OFF                                                                                       | 
| log_bin                         | ON                                                                                        | 
| log_bin_trust_function_creators | OFF                                                                                       | 
| log_bin_trust_routine_creators  | OFF                                                                                       | 
| log_error                       | /tmp/12345/data/mysqld.log                                                                | 
| log_output                      | FILE                                                                                      | 
| log_queries_not_using_indexes   | OFF                                                                                       | 
| log_slave_updates               | ON                                                                                        | 
| log_slow_queries                | OFF                                                                                       | 
| log_warnings                    | 1                                                                                         | 
| long_query_time                 | 10.000000                                                                                 | 
| low_priority_updates            | OFF                                                                                       | 
| lower_case_file_system          | OFF                                                                                       | 
| lower_case_table_names          | 0                                                                                         | 
| max_allowed_packet              | 1048576                                                                                   | 
| max_binlog_cache_size           | 18446744073709547520                                                                      | 
| max_binlog_size                 | 1073741824                                                                                | 
| max_connect_errors              | 10                                                                                        | 
| max_connections                 | 151                                                                                       | 
| max_delayed_threads             | 20                                                                                        | 
| max_error_count                 | 64                                                                                        | 
| max_heap_table_size             | 16777216                                                                                  | 
| max_insert_delayed_threads      | 20                                                                                        | 
| max_join_size                   | 18446744073709551615                                                                      | 
| max_length_for_sort_data        | 1024                                                                                      | 
| max_prepared_stmt_count         | 16382                                                                                     | 
| max_relay_log_size              | 0                                                                                         | 
| max_seeks_for_key               | 18446744073709551615                                                                      | 
| max_sort_length                 | 1024                                                                                      | 
| max_sp_recursion_depth          | 0                                                                                         | 
| max_tmp_tables                  | 32                                                                                        | 
| max_user_connections            | 0                                                                                         | 
| max_write_lock_count            | 18446744073709551615                                                                      | 
| min_examined_row_limit          | 0                                                                                         | 
| multi_range_count               | 256                                                                                       | 
| myisam_data_pointer_size        | 6                                                                                         | 
| myisam_max_sort_file_size       | 9223372036853727232                                                                       | 
| myisam_recover_options          | OFF                                                                                       | 
| myisam_repair_threads           | 1                                                                                         | 
| myisam_sort_buffer_size         | 8388608                                                                                   | 
| myisam_stats_method             | nulls_unequal                                                                             | 
| myisam_use_mmap                 | OFF                                                                                       | 
| net_buffer_length               | 16384                                                                                     | 
| net_read_timeout                | 30                                                                                        | 
| net_retry_count                 | 10                                                                                        | 
| net_write_timeout               | 60                                                                                        | 
| new                             | OFF                                                                                       | 
| old                             | OFF                                                                                       | 
| old_alter_table                 | OFF                                                                                       | 
| old_passwords                   | OFF                                                                                       | 
| open_files_limit                | 1024                                                                                      | 
| optimizer_prune_level           | 1                                                                                         | 
| optimizer_search_depth          | 62                                                                                        | 
| optimizer_switch                | index_merge=on,index_merge_union=on,index_merge_sort_union=on,index_merge_intersection=on | 
| pid_file                        | /tmp/12345/data/mysql_sandbox12345.pid                                                    | 
| plugin_dir                      | /home/daniel/mysql_binaries/mysql-5.1.34-linux-x86_64-glibc23/lib/plugin                  | 
| port                            | 12345                                                                                     | 
| preload_buffer_size             | 32768                                                                                     | 
| profiling                       | OFF                                                                                       | 
| profiling_history_size          | 15                                                                                        | 
| protocol_version                | 10                                                                                        | 
| pseudo_thread_id                | 7                                                                                         | 
| query_alloc_block_size          | 8192                                                                                      | 
| query_cache_limit               | 1048576                                                                                   | 
| query_cache_min_res_unit        | 4096                                                                                      | 
| query_cache_size                | 0                                                                                         | 
| query_cache_type                | ON                                                                                        | 
| query_cache_wlock_invalidate    | OFF                                                                                       | 
| query_prealloc_size             | 8192                                                                                      | 
| rand_seed1                      |                                                                                           | 
| rand_seed2                      |                                                                                           | 
| range_alloc_block_size          | 4096                                                                                      | 
| read_buffer_size                | 131072                                                                                    | 
| read_only                       | OFF                                                                                       | 
| read_rnd_buffer_size            | 262144                                                                                    | 
| relay_log                       | mysql-relay-bin                                                                           | 
| relay_log_index                 |                                                                                           | 
| relay_log_info_file             | relay-log.info                                                                            | 
| relay_log_purge                 | ON                                                                                        | 
| relay_log_space_limit           | 0                                                                                         | 
| report_host                     | 127.0.0.1                                                                                 | 
| report_password                 |                                                                                           | 
| report_port                     | 12345                                                                                     | 
| report_user                     |                                                                                           | 
| rpl_recovery_rank               | 0                                                                                         | 
| secure_auth                     | OFF                                                                                       | 
| secure_file_priv                |                                                                                           | 
| server_id                       | 12345                                                                                     | 
| skip_external_locking           | ON                                                                                        | 
| skip_networking                 | OFF                                                                                       | 
| skip_show_database              | OFF                                                                                       | 
| slave_compressed_protocol       | OFF                                                                                       | 
| slave_exec_mode                 | STRICT                                                                                    | 
| slave_load_tmpdir               | /tmp                                                                                      | 
| slave_net_timeout               | 3600                                                                                      | 
| slave_skip_errors               |                                                                                           | 
| slave_transaction_retries       | 10                                                                                        | 
| slow_launch_time                | 2                                                                                         | 
| slow_query_log                  | OFF                                                                                       | 
| slow_query_log_file             | /tmp/12345/data/mysql_sandbox12345-slow.log                                               | 
| socket                          | /tmp/12345/mysql_sandbox12345.sock                                                        | 
| sort_buffer_size                | 2097144                                                                                   | 
| sql_auto_is_null                | ON                                                                                        | 
| sql_big_selects                 | ON                                                                                        | 
| sql_big_tables                  | OFF                                                                                       | 
| sql_buffer_result               | OFF                                                                                       | 
| sql_log_bin                     | ON                                                                                        | 
| sql_log_off                     | OFF                                                                                       | 
| sql_log_update                  | ON                                                                                        | 
| sql_low_priority_updates        | OFF                                                                                       | 
| sql_max_join_size               | 18446744073709551615                                                                      | 
| sql_mode                        |                                                                                           | 
| sql_notes                       | ON                                                                                        | 
| sql_quote_show_create           | ON                                                                                        | 
| sql_safe_updates                | OFF                                                                                       | 
| sql_select_limit                | 18446744073709551615                                                                      | 
| sql_slave_skip_counter          |                                                                                           | 
| sql_warnings                    | OFF                                                                                       | 
| ssl_ca                          |                                                                                           | 
| ssl_capath                      |                                                                                           | 
| ssl_cert                        |                                                                                           | 
| ssl_cipher                      |                                                                                           | 
| ssl_key                         |                                                                                           | 
| storage_engine                  | MyISAM                                                                                    | 
| sync_binlog                     | 0                                                                                         | 
| sync_frm                        | ON                                                                                        | 
| system_time_zone                | MDT                                                                                       | 
| table_definition_cache          | 256                                                                                       | 
| table_lock_wait_timeout         | 50                                                                                        | 
| table_open_cache                | 64                                                                                        | 
| table_type                      | MyISAM                                                                                    | 
| thread_cache_size               | 0                                                                                         | 
| thread_handling                 | one-thread-per-connection                                                                 | 
| thread_stack                    | 262144                                                                                    | 
| time_format                     | %H:%i:%s                                                                                  | 
| time_zone                       | SYSTEM                                                                                    | 
| timed_mutexes                   | OFF                                                                                       | 
| timestamp                       | 1278782579                                                                                | 
| tmp_table_size                  | 16777216                                                                                  | 
| tmpdir                          | /tmp                                                                                      | 
| transaction_alloc_block_size    | 8192                                                                                      | 
| transaction_prealloc_size       | 4096                                                                                      | 
| tx_isolation                    | REPEATABLE-READ                                                                           | 
| unique_checks                   | ON                                                                                        | 
| updatable_views_with_limit      | YES                                                                                       | 
| version                         | 5.1.34-log                                                                                | 
| version_comment                 | MySQL Community Server (GPL)                                                              | 
| version_compile_machine         | x86_64                                                                                    | 
| version_compile_os              | unknown-linux-gnu                                                                         | 
| wait_timeout                    | 28800                                                                                     | 
| warning_count                   | 0                                                                                         | 
+---------------------------------+-------------------------------------------------------------------------------------------+
